tanggal,komoditi,satuan,harga
7/27/2018,Susu Bubuk Kaleng Merk Indomilk,buah,42675
7/30/2018,Susu Bubuk Kaleng Merk Indomilk,buah,42800
7/31/2018,Susu Bubuk Kaleng Merk Indomilk,buah,42800
7/2/2018,Jagung Pipilan Kecil,Kg,15100
7/3/2018,Jagung Pipilan Kecil,Kg,15100
7/4/2018,Jagung Pipilan Kecil,Kg,15100
7/5/2018,Jagung Pipilan Kecil,Kg,16100
7/6/2018,Jagung Pipilan Kecil,Kg,16100
7/9/2018,Jagung Pipilan Kecil,Kg,15100
7/10/2018,Jagung Pipilan Kecil,Kg,16100
7/11/2018,Jagung Pipilan Kecil,Kg,16100
7/12/2018,Jagung Pipilan Kecil,Kg,16100
7/13/2018,Jagung Pipilan Kecil,Kg,16100
7/16/2018,Jagung Pipilan Kecil,Kg,16100
7/17/2018,Jagung Pipilan Kecil,Kg,16100
7/18/2018,Jagung Pipilan Kecil,Kg,16100
7/19/2018,Jagung Pipilan Kecil,Kg,16100
7/20/2018,Jagung Pipilan Kecil,Kg,16100
7/23/2018,Jagung Pipilan Kecil,Kg,16100
7/24/2018,Jagung Pipilan Kecil,Kg,16100
7/25/2018,Jagung Pipilan Kecil,Kg,16100
7/26/2018,Jagung Pipilan Kecil,Kg,14900
7/27/2018,Jagung Pipilan Kecil,Kg,14900
7/30/2018,Jagung Pipilan Kecil,Kg,14900
7/31/2018,Jagung Pipilan Kecil,Kg,14900
7/2/2018,Garam Beryodium Bata,250 gr,3860
7/3/2018,Garam Beryodium Bata,250 gr,4060
7/4/2018,Garam Beryodium Bata,250 gr,4160
7/5/2018,Garam Beryodium Bata,250 gr,3660
7/6/2018,Garam Beryodium Bata,250 gr,3860
7/9/2018,Garam Beryodium Bata,250 gr,3960
7/10/2018,Garam Beryodium Bata,250 gr,3860
7/11/2018,Garam Beryodium Bata,250 gr,3660
7/12/2018,Garam Beryodium Bata,250 gr,3680
7/13/2018,Garam Beryodium Bata,250 gr,3680
7/16/2018,Garam Beryodium Bata,250 gr,3860
7/17/2018,Garam Beryodium Bata,250 gr,4000
7/18/2018,Garam Beryodium Bata,250 gr,3550
7/19/2018,Garam Beryodium Bata,250 gr,4660
7/20/2018,Garam Beryodium Bata,250 gr,5950
7/23/2018,Garam Beryodium Bata,250 gr,3700
7/24/2018,Garam Beryodium Bata,250 gr,3960
7/25/2018,Garam Beryodium Bata,250 gr,3640
7/26/2018,Garam Beryodium Bata,250 gr,3580
7/27/2018,Garam Beryodium Bata,250 gr,3500
7/30/2018,Garam Beryodium Bata,250 gr,3580
7/31/2018,Garam Beryodium Bata,250 gr,3500
7/2/2018,Garam Beryodium Halus,Kg,11860
7/3/2018,Garam Beryodium Halus,Kg,10860
7/4/2018,Garam Beryodium Halus,Kg,10360
7/5/2018,Garam Beryodium Halus,Kg,12860
7/6/2018,Garam Beryodium Halus,Kg,10360
7/9/2018,Garam Beryodium Halus,Kg,11360
